ETL_YMD,O_CELL_ID,O_CELL_TP,D_CELL_ID,D_CELL_TP,ST_TIME_CD,FNS_TIME_CD,IN_FORN_DIV_NM,MOVE_PURPOSE,MOVE_DIST,MOVE_TIME,MALE_00_CNT,MALE_10_CNT,MALE_20_CNT,MALE_30_CNT,MALE_35_CNT,MALE_40_CNT,MALE_45_CNT,MALE_50_CNT,MALE_55_CNT,MALE_60_CNT,MALE_65_CNT,MALE_70_CNT,MALE_75_CNT,MALE_80_CNT,MALE_85_CNT,FEML_00_CNT,FEML_10_CNT,FEML_15_CNT,FEML_20_CNT,FEML_25_CNT,FEML_30_CNT,FEML_35_CNT,FEML_40_CNT,FEML_45_CNT,FEML_50_CNT,FEML_55_CNT,FEML_60_CNT,FEML_65_CNT,FEML_70_CNT,FEML_75_CNT,FEML_80_CNT,FEML_85_CNT,lon_o,lat_o,lon_d,lat_d
20240306,다사26253675,0,다사26753600,2,17,17,1,3,254,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,126.6678494,37.42810403,126.6735745,37.42138404
20240315,다사51504400,0,다사52254375,0,11,11,1,7,254,106,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9527479,37.49511507,126.9612482,37.49290075
20240323,다사65254300,0,다사64504350,2,15,16,1,3,248,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,127.1083406,37.48671975,127.0998332,37.49119806
20240326,다사40005850,2,다사41005850,0,1,1,1,7,247,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,0,126.8214751,37.62512848,126.8328068,37.6251931
20240317,다사43004375,0,다사43254450,0,12,12,1,7,243,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,126.8566143,37.49237724,126.8593845,37.49915244
20240313,다사50255100,0,다사50255050,1,12,13,2,2,243,230,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9381346,37.55814106,126.9381684,37.55363449
20240309,다사37753700,0,다사37003775,0,10,10,1,7,236,3,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.797798,37.43120083,126.7892574,37.43790997
20240311,다사67003875,0,다사67253800,0,18,18,1,7,225,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.128325,37.44847623,127.1311846,37.44172491
20240302,다사59754975,0,다사59754925,0,14,15,1,7,219,807,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,127.0457606,37.5473373,127.045788,37.54283064
20240328,다사31005800,0,다사30255825,1,13,13,1,1,219,151,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7195392,37.61999162,126.7110174,37.62218826
20240320,다사32753200,0,다사33503250,2,20,21,1,3,218,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7417414,37.38578653,126.7501681,37.39034708
20240301,다사37003775,2,다사36253825,0,16,17,1,7,212,342,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7892574,37.43790997,126.7807368,37.44236521
20240307,다바62508950,0,다바63009000,2,11,12,1,3,206,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,127.0799202,37.00437366,127.0855154,37.0089005
20240321,다바60259500,0,다바59759525,2,18,18,2,3,206,7,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0543422,37.05385908,127.0487056,37.05609134
20240329,다사25254850,0,다사24754825,2,22,23,1,3,202,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,126.6553567,37.53392333,126.6497236,37.53162956
20240313,다사78253425,0,다사77753375,2,21,21,1,3,198,22,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,127.2556447,37.40824615,127.2500099,37.40372748
20240320,다사31755625,2,다사32005675,0,19,19,1,7,198,111,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7282001,37.60427534,126.7309858,37.60880017
20240331,다사38254175,0,다사38754125,2,7,7,1,3,197,176,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.803052,37.47404635,126.8087479,37.46957304
20240329,다사48505125,1,다사48005175,0,20,20,1,7,195,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,126.9183041,37.56029839,126.9126077,37.56477691
20240314,다사62005500,2,다사61505525,0,18,18,1,7,195,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,127.07096,37.59475239,127.0652831,37.59698498
20240308,다사39502775,0,다사38752750,2,19,19,1,3,194,41,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8183324,37.34794462,126.8098856,37.34564221
20240327,다사77006075,0,다사76506050,2,22,22,1,3,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2406948,37.64707472,127.2350349,37.64480879
20240313,다사25753475,2,다사26503450,0,18,18,1,7,191,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,126.6623995,37.41003846,126.6708984,37.40784498
20240317,다사69001975,0,다사69251900,2,19,20,1,3,181,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1517284,37.27728471,127.1545793,37.27053258
20240319,다사69004125,0,다사69254200,2,17,17,1,3,181,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1508313,37.47107908,127.1536273,37.47784755
20240326,다사63007725,2,다사62507700,0,8,8,1,7,181,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,127.0811609,37.7953351,127.0754948,37.79306153
20240321,다사52252925,0,다사52752875,2,17,17,1,3,178,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,126.962184,37.36220676,126.9678619,37.35772555
20240328,다사51254975,1,다사51004925,2,13,15,1,3,174,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9495392,37.54692794,126.9467425,37.54240812
20240327,다사43252650,2,다사42502625,0,8,8,1,7,173,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,126.860765,37.33691433,126.8523181,37.33461494
20240306,다사32503300,0,다사32003300,0,8,13,1,7,172,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7388265,37.39478143,126.7331782,37.39474493
20240317,다사44004650,0,다사44754650,2,19,20,1,3,172,986,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.867717,37.51722435,126.8762035,37.51726948
20240308,다사54005225,1,다사53755175,0,11,11,1,7,171,168,0,0,0,0,2.38,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,126.980513,37.56960197,126.9777136,37.56508289
20240318,다사64000800,2,다사63500750,0,1,1,1,7,166,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,127.0958948,37.17119245,127.0902872,37.16666614
20240329,다사53501600,1,다사53001575,0,11,12,1,7,165,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,126.9771269,37.24284001,126.9715054,37.24056157
20240315,다사43002325,2,다사42502325,0,9,9,1,7,162,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,126.8581921,37.30760559,126.8525501,37.30757486
20240321,다사71005200,2,다사71255250,0,11,11,1,7,162,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,127.1730266,37.56803876,127.175838,37.57255328
20240313,다사41005775,2,다사40505775,0,7,7,1,7,160,9,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8328672,37.61843345,126.8272019,37.61840128
20240307,다사38755175,2,다사38255200,1,15,15,1,1,159,60,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8078743,37.56420936,126.8021921,37.56642926
20240318,다사69002025,0,다사69502050,2,21,21,1,3,158,100,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,127.1517076,37.28179162,127.1573377,37.28406154
20240321,다사49753350,0,다사50253375,2,18,19,1,3,151,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,126.9336654,37.40038201,126.9392976,37.40266228
20240315,다사50752750,2,다사51002700,0,14,15,1,7,150,143,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9453617,37.34635496,126.9482171,37.34186142
20240311,다사56755775,2,다사57255750,1,8,9,1,2,143,1319,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0113288,37.61930746,127.0170089,37.6170775
20240309,다사24254000,0,다사24254025,2,5,5,1,3,138,58,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,126.6449133,37.45723418,126.6448876,37.45948736
20240307,다사44254700,2,다사43754650,1,11,12,1,1,138,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,126.870508,37.52174601,126.8648881,37.51720917
20240328,다사61756100,2,다사61506075,0,13,13,1,7,135,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,127.0678151,37.6488214,127.0649944,37.64655769
20240324,다사52251600,1,다사52751575,2,18,19,1,3,129,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9630338,37.24277694,126.9686868,37.24054895
20240328,다사54252200,0,다사54502175,1,12,12,1,2,129,51,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,3.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,126.9852146,37.29695897,126.9880506,37.2947178
20240312,다사33252575,0,다사33252550,2,4,4,2,3,129,926,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.7479514,37.3294907,126.7479739,37.32723742
20240310,다사31254900,2,다사31504925,0,9,9,1,7,127,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,126.723215,37.5388959,126.7260213,37.54116767
20240324,다사67255050,2,다사67005000,0,9,12,1,7,122,2596,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.13063,37.55439344,127.1278221,37.54987785
20240302,다사68255500,2,다사68005525,0,19,21,1,7,121,2581,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1417573,37.59498851,127.1389145,37.59723321
20240307,다사59751975,0,다사59501975,2,18,18,1,3,119,119,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0473906,37.27693176,127.0445706,37.27692094
20240326,다사53002150,2,다사52752175,0,4,4,1,7,119,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,126.971143,37.29238999,126.9683067,37.29463075
20240304,다사26004625,1,다사26004600,2,17,18,1,3,119,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,126.664071,37.51370523,126.6640962,37.51145206
20240311,다사58756025,0,다사59256025,2,12,12,1,3,118,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,127.0338504,37.64193205,127.0395177,37.64195431
20240331,다사44255350,0,다사44255300,2,17,18,1,3,116,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,126.870015,37.58033079,126.870053,37.57582429
20240324,다사50755450,2,다사50505475,0,20,21,1,7,113,622,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9435608,37.58971381,126.9407123,37.5919537
20240315,다사51754575,0,다사51504575,2,0,1,1,3,112,519,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,126.9554614,37.51090133,126.9526327,37.51088826
20240308,다사71756825,2,다사71506800,0,21,21,1,7,112,25,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1808934,37.71452827,127.1780667,37.71226726
20240305,다사57251675,0,다사57251725,2,20,20,1,3,109,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,127.0193634,37.24977945,127.0193347,37.25428632
20240324,다사43502175,2,다사43252200,1,11,11,2,1,108,112,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,126.8639479,37.29411593,126.8611084,37.2963541
20240330,다사25753925,2,다사26253950,0,14,14,1,7,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,126.6619474,37.45059609,126.6675749,37.45288924
20240327,다사62254850,2,다사61754850,0,13,13,1,7,106,14,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0741255,37.53617609,127.0684662,37.53615554
20240308,다사62505425,2,다사62755450,1,10,10,1,1,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,127.076662,37.58801288,127.079481,37.59027632
20240331,다사51753125,2,다사52003150,0,11,11,1,7,103,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,126.9564078,37.38020787,126.9592154,37.38247417
20240306,다사24503900,2,다사24753875,1,6,6,1,1,103,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.647842,37.44824185,126.6506936,37.44600901
20240315,다사60508850,2,다사60758825,0,18,18,1,7,103,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,127.052153,37.89662542,127.05501,37.89438301
20240324,다사32256925,0,다사32256875,2,10,10,1,3,100,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,126.7326591,37.72147615,126.7327056,37.71696989
20240307,다사47505050,2,다사47255075,0,12,12,1,7,98,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,126.9070357,37.55348224,126.9041875,37.55572127
20240316,다사59001150,2,다사58751175,0,8,8,1,7,94,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,127.0393835,37.20253549,127.0365526,37.20477796
20240303,다사61255175,0,다사61005200,2,9,9,1,3,93,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,127.0626357,37.56542804,127.0597917,37.56767084
20240304,다사58751700,1,다사58751675,0,12,12,1,7,90,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,127.0362629,37.25210034,127.0362767,37.2498469
20240311,다사39004050,0,다사38754050,2,19,20,1,3,90,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8116369,37.46282975,126.8088101,37.46281325
20240325,다사53751325,2,다사53751350,0,6,6,1,7,89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9801157,37.21806473,126.9801002,37.22031816
20240319,다사53252000,2,다사53251975,0,16,16,1,7,88,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9740576,37.27888214,126.9740733,37.27662873
20240304,다사75753175,2,다사76003200,0,7,8,1,7,87,604,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2274774,37.38565009,127.2302934,37.38791
20240330,다사51004275,2,다사51004325,0,9,9,1,7,87,689,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9471748,37.48382216,126.9471416,37.48832879
20240307,다사51004500,0,다사51254500,2,14,15,1,3,87,1012,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9470253,37.50410198,126.9498537,37.50411519
20240304,다사67504800,2,다사67504775,0,8,8,1,7,87,467,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1335707,37.53186872,127.1335817,37.52961536
20240322,다사69004975,2,다사69255000,0,8,8,1,7,83,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,3.46,0,0,0,0,127.1504742,37.54769369,127.1532939,37.54995539
20240304,다사61001375,0,다사60751350,1,15,15,1,7,81,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0618035,37.22290212,127.0589987,37.22063821
20240330,다사61251675,2,다사61251700,0,8,8,1,7,81,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,127.0644658,37.24995394,127.0644529,37.25220739
20240313,다사61000650,2,다사60750650,0,19,19,1,7,80,49,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0621809,37.15755152,127.0593654,37.15754109
20240306,다사32003025,2,다사31753050,0,6,6,1,7,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,126.7334305,37.36995908,126.7305843,37.37219401
20240309,다사41754850,0,다사41504825,2,13,21,1,3,80,8187,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.8420991,37.53511138,126.8392895,37.53284232
20240314,다사84502850,2,다사84252850,0,22,22,1,7,77,101,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3263868,37.35654164,127.3235638,37.35653746
20240323,다사60754600,0,다사61004575,3,18,19,1,7,77,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0572808,37.51358024,127.0601228,37.51133747
20240304,다사69254400,0,다사69004375,2,16,16,1,3,75,55,0,0,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,127.1535441,37.4958746,127.1507264,37.49361289
20240322,다사23256000,0,다사23506025,2,9,10,1,3,75,592,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6315187,37.637403,126.6343258,37.63967693
20240322,다사35256575,0,다사35006600,2,0,0,1,3,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,126.7670082,37.69014866,126.7641506,37.69238416
20240302,다사73007025,0,다사72757000,2,14,15,1,3,72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,127.1950018,37.7325922,127.192174,37.73033153
20240311,다사59501850,1,다사59251850,0,10,11,1,7,71,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0446385,37.26565378,127.041819,37.2656429
20240328,다사71756200,2,다사71756175,0,7,7,1,7,71,69,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,127.1811347,37.65819552,127.1811443,37.65594219
20240314,다사46756700,2,다사47006725,1,8,8,1,7,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,126.8973454,37.70215334,126.9001631,37.70442101
20240310,다사65004500,2,다사65004525,0,11,11,1,7,67,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,127.105418,37.50473726,127.1054061,37.50699063
20240320,다사40255125,0,다사40255125,2,2,2,1,3,67,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,126.8248986,37.55980123,126.8248986,37.55980123
20240309,다사57505250,0,다사57755225,2,21,21,1,3,67,172,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0201311,37.57202303,127.0229765,37.56978119
20240329,다사32004275,0,다사32004300,2,0,0,1,3,63,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,126.7322809,37.4826212,126.7322579,37.48487442
20240327,다사37253725,0,다사37003725,2,14,14,1,3,61,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,126.7921256,37.43342039,126.7893,37.43340344
20240324,다사44254650,0,다사44254675,2,13,13,1,3,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,126.8705458,37.51723946,126.8705269,37.51949274
20240320,다사31754775,1,다사32004775,2,20,21,1,3,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,126.7289902,37.52766699,126.7318193,37.52768543
20240306,다사59501775,2,다사59501775,0,19,19,1,7,55,73,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,2.66,0,0,0,7.53,0,0,0,0,0,0,0,127.0446792,37.25889347,127.0446792,37.25889347
20240323,다사47504650,0,다사47254650,4,16,16,1,4,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,5.63,0,3.32,0,0,0,0,0,0,0,0,0,126.9073211,37.51742973,126.9044922,37.5174155
20240316,다바78759100,2,다바78759100,0,7,7,1,7,51,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,127.2625196,37.01840105,127.2625196,37.01840105
20240309,다바60509300,2,다바60259325,0,7,7,1,7,51,37,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0572586,37.03584142,127.0544344,37.03808443
20240323,다사55502300,2,다사55252300,0,8,8,1,7,51,119,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9992581,37.3060331,126.9964371,37.30602113
20240311,다사31754425,0,다사31754425,2,20,20,1,3,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,126.7293146,37.49612209,126.7293146,37.49612209
20240304,다사47004550,0,다사46754550,2,10,10,1,3,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,3.13,0,0,0,0,0,0,0,126.9017353,37.50838805,126.8989067,37.50837369
20240329,다사62505800,1,다사62505800,2,17,18,1,3,46,833,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0764704,37.6218126,127.0764704,37.6218126
20240331,다사28254050,2,다사28254050,0,22,23,1,7,45,973,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6900882,37.46205917,126.6900882,37.46205917
