ADMI_CD,SIDO_NM,SGG_NM,ADMI_NM,FULL_NM
11110515,서울특별시,종로구,청운효자동,서울특별시_종로구_청운효자동
11110530,서울특별시,종로구,사직동,서울특별시_종로구_사직동
11110540,서울특별시,종로구,삼청동,서울특별시_종로구_삼청동
11110550,서울특별시,종로구,부암동,서울특별시_종로구_부암동
11110560,서울특별시,종로구,평창동,서울특별시_종로구_평창동
11110570,서울특별시,종로구,무악동,서울특별시_종로구_무악동
11110580,서울특별시,종로구,교남동,서울특별시_종로구_교남동
11110600,서울특별시,종로구,가회동,서울특별시_종로구_가회동
11110615,서울특별시,종로구,종로1.2.3.4가동,서울특별시_종로구_종로1.2.3.4가동
11110630,서울특별시,종로구,종로5.6가동,서울특별시_종로구_종로5.6가동
11110640,서울특별시,종로구,이화동,서울특별시_종로구_이화동
11110650,서울특별시,종로구,혜화동,서울특별시_종로구_혜화동
11110670,서울특별시,종로구,창신1동,서울특별시_종로구_창신1동
11110680,서울특별시,종로구,창신2동,서울특별시_종로구_창신2동
11110690,서울특별시,종로구,창신3동,서울특별시_종로구_창신3동
11110700,서울특별시,종로구,숭인1동,서울특별시_종로구_숭인1동
11110710,서울특별시,종로구,숭인2동,서울특별시_종로구_숭인2동
11140520,서울특별시,중구,소공동,서울특별시_중구_소공동
11140540,서울특별시,중구,회현동,서울특별시_중구_회현동
11140550,서울특별시,중구,명동,서울특별시_중구_명동
11140570,서울특별시,중구,필동,서울특별시_중구_필동
11140580,서울특별시,중구,장충동,서울특별시_중구_장충동
11140590,서울특별시,중구,광희동,서울특별시_중구_광희동
11140605,서울특별시,중구,을지로동,서울특별시_중구_을지로동
11140615,서울특별시,중구,신당동,서울특별시_중구_신당동
11140625,서울특별시,중구,다산동,서울특별시_중구_다산동
11140635,서울특별시,중구,약수동,서울특별시_중구_약수동
11140645,서울특별시,중구,청구동,서울특별시_중구_청구동
11140650,서울특별시,중구,신당5동,서울특별시_중구_신당5동
11140665,서울특별시,중구,동화동,서울특별시_중구_동화동
11140670,서울특별시,중구,황학동,서울특별시_중구_황학동
11140680,서울특별시,중구,중림동,서울특별시_중구_중림동
11170510,서울특별시,용산구,후암동,서울특별시_용산구_후암동
11170520,서울특별시,용산구,용산2가동,서울특별시_용산구_용산2가동
11170530,서울특별시,용산구,남영동,서울특별시_용산구_남영동
11170555,서울특별시,용산구,청파동,서울특별시_용산구_청파동
11170560,서울특별시,용산구,원효로1동,서울특별시_용산구_원효로1동
11170570,서울특별시,용산구,원효로2동,서울특별시_용산구_원효로2동
11170580,서울특별시,용산구,효창동,서울특별시_용산구_효창동
11170590,서울특별시,용산구,용문동,서울특별시_용산구_용문동
11170625,서울특별시,용산구,한강로동,서울특별시_용산구_한강로동
11170630,서울특별시,용산구,이촌1동,서울특별시_용산구_이촌1동
11170640,서울특별시,용산구,이촌2동,서울특별시_용산구_이촌2동
11170650,서울특별시,용산구,이태원1동,서울특별시_용산구_이태원1동
11170660,서울특별시,용산구,이태원2동,서울특별시_용산구_이태원2동
11170685,서울특별시,용산구,한남동,서울특별시_용산구_한남동
11170690,서울특별시,용산구,서빙고동,서울특별시_용산구_서빙고동
11170700,서울특별시,용산구,보광동,서울특별시_용산구_보광동
11200520,서울특별시,성동구,왕십리2동,서울특별시_성동구_왕십리2동
11200535,서울특별시,성동구,왕십리도선동,서울특별시_성동구_왕십리도선동
11200540,서울특별시,성동구,마장동,서울특별시_성동구_마장동
11200550,서울특별시,성동구,사근동,서울특별시_성동구_사근동
11200560,서울특별시,성동구,행당1동,서울특별시_성동구_행당1동
11200570,서울특별시,성동구,행당2동,서울특별시_성동구_행당2동
11200580,서울특별시,성동구,응봉동,서울특별시_성동구_응봉동
11200590,서울특별시,성동구,금호1가동,서울특별시_성동구_금호1가동
11200615,서울특별시,성동구,금호2.3가동,서울특별시_성동구_금호2.3가동
11200620,서울특별시,성동구,금호4가동,서울특별시_성동구_금호4가동
11200645,서울특별시,성동구,옥수동,서울특별시_성동구_옥수동
11200650,서울특별시,성동구,성수1가1동,서울특별시_성동구_성수1가1동
11200660,서울특별시,성동구,성수1가2동,서울특별시_성동구_성수1가2동
11200670,서울특별시,성동구,성수2가1동,서울특별시_성동구_성수2가1동
11200690,서울특별시,성동구,성수2가3동,서울특별시_성동구_성수2가3동
11200720,서울특별시,성동구,송정동,서울특별시_성동구_송정동
11200790,서울특별시,성동구,용답동,서울특별시_성동구_용답동
11215710,서울특별시,광진구,화양동,서울특별시_광진구_화양동
11215730,서울특별시,광진구,군자동,서울특별시_광진구_군자동
11215740,서울특별시,광진구,중곡1동,서울특별시_광진구_중곡1동
11215750,서울특별시,광진구,중곡2동,서울특별시_광진구_중곡2동
11215760,서울특별시,광진구,중곡3동,서울특별시_광진구_중곡3동
11215770,서울특별시,광진구,중곡4동,서울특별시_광진구_중곡4동
11215780,서울특별시,광진구,능동,서울특별시_광진구_능동
11215810,서울특별시,광진구,광장동,서울특별시_광진구_광장동
11215820,서울특별시,광진구,자양1동,서울특별시_광진구_자양1동
11215830,서울특별시,광진구,자양2동,서울특별시_광진구_자양2동
11215840,서울특별시,광진구,자양3동,서울특별시_광진구_자양3동
11215847,서울특별시,광진구,자양4동,서울특별시_광진구_자양4동
11215850,서울특별시,광진구,구의1동,서울특별시_광진구_구의1동
11215860,서울특별시,광진구,구의2동,서울특별시_광진구_구의2동
11215870,서울특별시,광진구,구의3동,서울특별시_광진구_구의3동
11230536,서울특별시,동대문구,용신동,서울특별시_동대문구_용신동
11230545,서울특별시,동대문구,제기동,서울특별시_동대문구_제기동
11230560,서울특별시,동대문구,전농1동,서울특별시_동대문구_전농1동
11230570,서울특별시,동대문구,전농2동,서울특별시_동대문구_전농2동
11230600,서울특별시,동대문구,답십리1동,서울특별시_동대문구_답십리1동
11230610,서울특별시,동대문구,답십리2동,서울특별시_동대문구_답십리2동
11230650,서울특별시,동대문구,장안1동,서울특별시_동대문구_장안1동
11230660,서울특별시,동대문구,장안2동,서울특별시_동대문구_장안2동
11230705,서울특별시,동대문구,청량리동,서울특별시_동대문구_청량리동
11230710,서울특별시,동대문구,회기동,서울특별시_동대문구_회기동
11230720,서울특별시,동대문구,휘경1동,서울특별시_동대문구_휘경1동
11230730,서울특별시,동대문구,휘경2동,서울특별시_동대문구_휘경2동
11230740,서울특별시,동대문구,이문1동,서울특별시_동대문구_이문1동
11230750,서울특별시,동대문구,이문2동,서울특별시_동대문구_이문2동
11260520,서울특별시,중랑구,면목2동,서울특별시_중랑구_면목2동
11260540,서울특별시,중랑구,면목4동,서울특별시_중랑구_면목4동
11260550,서울특별시,중랑구,면목5동,서울특별시_중랑구_면목5동
11260565,서울특별시,중랑구,면목본동,서울특별시_중랑구_면목본동
11260570,서울특별시,중랑구,면목7동,서울특별시_중랑구_면목7동
11260575,서울특별시,중랑구,면목3.8동,서울특별시_중랑구_면목3.8동
11260580,서울특별시,중랑구,상봉1동,서울특별시_중랑구_상봉1동
11260590,서울특별시,중랑구,상봉2동,서울특별시_중랑구_상봉2동
11260600,서울특별시,중랑구,중화1동,서울특별시_중랑구_중화1동
11260610,서울특별시,중랑구,중화2동,서울특별시_중랑구_중화2동
11260620,서울특별시,중랑구,묵1동,서울특별시_중랑구_묵1동
11260630,서울특별시,중랑구,묵2동,서울특별시_중랑구_묵2동
11260655,서울특별시,중랑구,망우본동,서울특별시_중랑구_망우본동
11260660,서울특별시,중랑구,망우3동,서울특별시_중랑구_망우3동
11260680,서울특별시,중랑구,신내1동,서울특별시_중랑구_신내1동
11260690,서울특별시,중랑구,신내2동,서울특별시_중랑구_신내2동
11290525,서울특별시,성북구,성북동,서울특별시_성북구_성북동
11290555,서울특별시,성북구,삼선동,서울특별시_성북구_삼선동
11290575,서울특별시,성북구,동선동,서울특별시_성북구_동선동
11290580,서울특별시,성북구,돈암1동,서울특별시_성북구_돈암1동
11290590,서울특별시,성북구,돈암2동,서울특별시_성북구_돈암2동
11290600,서울특별시,성북구,안암동,서울특별시_성북구_안암동
11290610,서울특별시,성북구,보문동,서울특별시_성북구_보문동
11290620,서울특별시,성북구,정릉1동,서울특별시_성북구_정릉1동
11290630,서울특별시,성북구,정릉2동,서울특별시_성북구_정릉2동
11290640,서울특별시,성북구,정릉3동,서울특별시_성북구_정릉3동
11290650,서울특별시,성북구,정릉4동,서울특별시_성북구_정릉4동
11290660,서울특별시,성북구,길음1동,서울특별시_성북구_길음1동
11290685,서울특별시,성북구,길음2동,서울특별시_성북구_길음2동
11290705,서울특별시,성북구,종암동,서울특별시_성북구_종암동
11290715,서울특별시,성북구,월곡1동,서울특별시_성북구_월곡1동
11290725,서울특별시,성북구,월곡2동,서울특별시_성북구_월곡2동
11290760,서울특별시,성북구,장위1동,서울특별시_성북구_장위1동
11290770,서울특별시,성북구,장위2동,서울특별시_성북구_장위2동
11290780,서울특별시,성북구,장위3동,서울특별시_성북구_장위3동
11290810,서울특별시,성북구,석관동,서울특별시_성북구_석관동
11305534,서울특별시,강북구,삼양동,서울특별시_강북구_삼양동
11305535,서울특별시,강북구,미아동,서울특별시_강북구_미아동
11305545,서울특별시,강북구,송중동,서울특별시_강북구_송중동
11305555,서울특별시,강북구,송천동,서울특별시_강북구_송천동
11305575,서울특별시,강북구,삼각산동,서울특별시_강북구_삼각산동
11305595,서울특별시,강북구,번1동,서울특별시_강북구_번1동
11305603,서울특별시,강북구,번2동,서울특별시_강북구_번2동
11305608,서울특별시,강북구,번3동,서울특별시_강북구_번3동
11305615,서울특별시,강북구,수유1동,서울특별시_강북구_수유1동
11305625,서울특별시,강북구,수유2동,서울특별시_강북구_수유2동
11305635,서울특별시,강북구,수유3동,서울특별시_강북구_수유3동
11305645,서울특별시,강북구,우이동,서울특별시_강북구_우이동
11305660,서울특별시,강북구,인수동,서울특별시_강북구_인수동
11320511,서울특별시,도봉구,창1동,서울특별시_도봉구_창1동
11320512,서울특별시,도봉구,창2동,서울특별시_도봉구_창2동
11320513,서울특별시,도봉구,창3동,서울특별시_도봉구_창3동
11320514,서울특별시,도봉구,창4동,서울특별시_도봉구_창4동
11320515,서울특별시,도봉구,창5동,서울특별시_도봉구_창5동
11320521,서울특별시,도봉구,도봉1동,서울특별시_도봉구_도봉1동
11320522,서울특별시,도봉구,도봉2동,서울특별시_도봉구_도봉2동
11320660,서울특별시,도봉구,쌍문1동,서울특별시_도봉구_쌍문1동
11320670,서울특별시,도봉구,쌍문2동,서울특별시_도봉구_쌍문2동
11320680,서울특별시,도봉구,쌍문3동,서울특별시_도봉구_쌍문3동
11320681,서울특별시,도봉구,쌍문4동,서울특별시_도봉구_쌍문4동
11320690,서울특별시,도봉구,방학1동,서울특별시_도봉구_방학1동
11320700,서울특별시,도봉구,방학2동,서울특별시_도봉구_방학2동
11320710,서울특별시,도봉구,방학3동,서울특별시_도봉구_방학3동
11350560,서울특별시,노원구,월계1동,서울특별시_노원구_월계1동
11350570,서울특별시,노원구,월계2동,서울특별시_노원구_월계2동
11350580,서울특별시,노원구,월계3동,서울특별시_노원구_월계3동
11350595,서울특별시,노원구,공릉1동,서울특별시_노원구_공릉1동
11350600,서울특별시,노원구,공릉2동,서울특별시_노원구_공릉2동
11350611,서울특별시,노원구,하계1동,서울특별시_노원구_하계1동
11350612,서울특별시,노원구,하계2동,서울특별시_노원구_하계2동
11350619,서울특별시,노원구,중계본동,서울특별시_노원구_중계본동
11350621,서울특별시,노원구,중계1동,서울특별시_노원구_중계1동
11350624,서울특별시,노원구,중계4동,서울특별시_노원구_중계4동
11350625,서울특별시,노원구,중계2.3동,서울특별시_노원구_중계2.3동
11350630,서울특별시,노원구,상계1동,서울특별시_노원구_상계1동
11350640,서울특별시,노원구,상계2동,서울특별시_노원구_상계2동
11350665,서울특별시,노원구,상계3.4동,서울특별시_노원구_상계3.4동
11350670,서울특별시,노원구,상계5동,서울특별시_노원구_상계5동
11350695,서울특별시,노원구,상계6.7동,서울특별시_노원구_상계6.7동
11350700,서울특별시,노원구,상계8동,서울특별시_노원구_상계8동
11350710,서울특별시,노원구,상계9동,서울특별시_노원구_상계9동
11350720,서울특별시,노원구,상계10동,서울특별시_노원구_상계10동
11380510,서울특별시,은평구,녹번동,서울특별시_은평구_녹번동
11380520,서울특별시,은평구,불광1동,서울특별시_은평구_불광1동
11380530,서울특별시,은평구,불광2동,서울특별시_은평구_불광2동
11380551,서울특별시,은평구,갈현1동,서울특별시_은평구_갈현1동
11380552,서울특별시,은평구,갈현2동,서울특별시_은평구_갈현2동
11380560,서울특별시,은평구,구산동,서울특별시_은평구_구산동
11380570,서울특별시,은평구,대조동,서울특별시_은평구_대조동
11380580,서울특별시,은평구,응암1동,서울특별시_은평구_응암1동
11380590,서울특별시,은평구,응암2동,서울특별시_은평구_응암2동
11380600,서울특별시,은평구,응암3동,서울특별시_은평구_응암3동
11380625,서울특별시,은평구,역촌동,서울특별시_은평구_역촌동
11380631,서울특별시,은평구,신사1동,서울특별시_은평구_신사1동
11380632,서울특별시,은평구,신사2동,서울특별시_은평구_신사2동
11380640,서울특별시,은평구,증산동,서울특별시_은평구_증산동
11380650,서울특별시,은평구,수색동,서울특별시_은평구_수색동
11380690,서울특별시,은평구,진관동,서울특별시_은평구_진관동
11410520,서울특별시,서대문구,천연동,서울특별시_서대문구_천연동
11410555,서울특별시,서대문구,북아현동,서울특별시_서대문구_북아현동
11410565,서울특별시,서대문구,충현동,서울특별시_서대문구_충현동
11410585,서울특별시,서대문구,신촌동,서울특별시_서대문구_신촌동
11410615,서울특별시,서대문구,연희동,서울특별시_서대문구_연희동
11410620,서울특별시,서대문구,홍제1동,서울특별시_서대문구_홍제1동
11410640,서울특별시,서대문구,홍제3동,서울특별시_서대문구_홍제3동
11410655,서울특별시,서대문구,홍제2동,서울특별시_서대문구_홍제2동
11410660,서울특별시,서대문구,홍은1동,서울특별시_서대문구_홍은1동
11410685,서울특별시,서대문구,홍은2동,서울특별시_서대문구_홍은2동
11410690,서울특별시,서대문구,남가좌1동,서울특별시_서대문구_남가좌1동
11410700,서울특별시,서대문구,남가좌2동,서울특별시_서대문구_남가좌2동
11410710,서울특별시,서대문구,북가좌1동,서울특별시_서대문구_북가좌1동
11410720,서울특별시,서대문구,북가좌2동,서울특별시_서대문구_북가좌2동
11440555,서울특별시,마포구,아현동,서울특별시_마포구_아현동
11440565,서울특별시,마포구,공덕동,서울특별시_마포구_공덕동
11440585,서울특별시,마포구,도화동,서울특별시_마포구_도화동
11440590,서울특별시,마포구,용강동,서울특별시_마포구_용강동
11440600,서울특별시,마포구,대흥동,서울특별시_마포구_대흥동
11440610,서울특별시,마포구,염리동,서울특별시_마포구_염리동
11440630,서울특별시,마포구,신수동,서울특별시_마포구_신수동
11440655,서울특별시,마포구,서강동,서울특별시_마포구_서강동
11440660,서울특별시,마포구,서교동,서울특별시_마포구_서교동
11440680,서울특별시,마포구,합정동,서울특별시_마포구_합정동
11440690,서울특별시,마포구,망원1동,서울특별시_마포구_망원1동
11440700,서울특별시,마포구,망원2동,서울특별시_마포구_망원2동
11440710,서울특별시,마포구,연남동,서울특별시_마포구_연남동
11440720,서울특별시,마포구,성산1동,서울특별시_마포구_성산1동
11440730,서울특별시,마포구,성산2동,서울특별시_마포구_성산2동
11440740,서울특별시,마포구,상암동,서울특별시_마포구_상암동
11470510,서울특별시,양천구,목1동,서울특별시_양천구_목1동
11470520,서울특별시,양천구,목2동,서울특별시_양천구_목2동
11470530,서울특별시,양천구,목3동,서울특별시_양천구_목3동
11470540,서울특별시,양천구,목4동,서울특별시_양천구_목4동
11470550,서울특별시,양천구,목5동,서울특별시_양천구_목5동
11470560,서울특별시,양천구,신월1동,서울특별시_양천구_신월1동
11470570,서울특별시,양천구,신월2동,서울특별시_양천구_신월2동
11470580,서울특별시,양천구,신월3동,서울특별시_양천구_신월3동
11470590,서울특별시,양천구,신월4동,서울특별시_양천구_신월4동
11470600,서울특별시,양천구,신월5동,서울특별시_양천구_신월5동
11470610,서울특별시,양천구,신월6동,서울특별시_양천구_신월6동
11470611,서울특별시,양천구,신월7동,서울특별시_양천구_신월7동
11470620,서울특별시,양천구,신정1동,서울특별시_양천구_신정1동
11470630,서울특별시,양천구,신정2동,서울특별시_양천구_신정2동
11470640,서울특별시,양천구,신정3동,서울특별시_양천구_신정3동
11470650,서울특별시,양천구,신정4동,서울특별시_양천구_신정4동
11470670,서울특별시,양천구,신정6동,서울특별시_양천구_신정6동
11470680,서울특별시,양천구,신정7동,서울특별시_양천구_신정7동
11500510,서울특별시,강서구,염창동,서울특별시_강서구_염창동
11500520,서울특별시,강서구,등촌1동,서울특별시_강서구_등촌1동
11500530,서울특별시,강서구,등촌2동,서울특별시_강서구_등촌2동
11500535,서울특별시,강서구,등촌3동,서울특별시_강서구_등촌3동
11500540,서울특별시,강서구,화곡1동,서울특별시_강서구_화곡1동
11500550,서울특별시,강서구,화곡2동,서울특별시_강서구_화곡2동
11500560,서울특별시,강서구,화곡3동,서울특별시_강서구_화곡3동
11500570,서울특별시,강서구,화곡4동,서울특별시_강서구_화곡4동
11500590,서울특별시,강서구,화곡본동,서울특별시_강서구_화곡본동
11500591,서울특별시,강서구,화곡6동,서울특별시_강서구_화곡6동
11500593,서울특별시,강서구,화곡8동,서울특별시_강서구_화곡8동
11500603,서울특별시,강서구,가양1동,서울특별시_강서구_가양1동
11500604,서울특별시,강서구,가양2동,서울특별시_강서구_가양2동
11500605,서울특별시,강서구,가양3동,서울특별시_강서구_가양3동
11500611,서울특별시,강서구,발산1동,서울특별시_강서구_발산1동
11500615,서울특별시,강서구,우장산동,서울특별시_강서구_우장산동
11500620,서울특별시,강서구,공항동,서울특별시_강서구_공항동
11500630,서울특별시,강서구,방화1동,서울특별시_강서구_방화1동
11500640,서울특별시,강서구,방화2동,서울특별시_강서구_방화2동
11500641,서울특별시,강서구,방화3동,서울특별시_강서구_방화3동
11530510,서울특별시,구로구,신도림동,서울특별시_구로구_신도림동
11530520,서울특별시,구로구,구로1동,서울특별시_구로구_구로1동
11530530,서울특별시,구로구,구로2동,서울특별시_구로구_구로2동
11530540,서울특별시,구로구,구로3동,서울특별시_구로구_구로3동
11530550,서울특별시,구로구,구로4동,서울특별시_구로구_구로4동
11530560,서울특별시,구로구,구로5동,서울특별시_구로구_구로5동
11530595,서울특별시,구로구,가리봉동,서울특별시_구로구_가리봉동
11530720,서울특별시,구로구,고척1동,서울특별시_구로구_고척1동
11530730,서울특별시,구로구,고척2동,서울특별시_구로구_고척2동
11530740,서울특별시,구로구,개봉1동,서울특별시_구로구_개봉1동
11530750,서울특별시,구로구,개봉2동,서울특별시_구로구_개봉2동
11530760,서울특별시,구로구,개봉3동,서울특별시_구로구_개봉3동
11530770,서울특별시,구로구,오류1동,서울특별시_구로구_오류1동
11530780,서울특별시,구로구,오류2동,서울특별시_구로구_오류2동
11530790,서울특별시,구로구,수궁동,서울특별시_구로구_수궁동
11530800,서울특별시,구로구,항동,서울특별시_구로구_항동
11545510,서울특별시,금천구,가산동,서울특별시_금천구_가산동
11545610,서울특별시,금천구,독산1동,서울특별시_금천구_독산1동
11545620,서울특별시,금천구,독산2동,서울특별시_금천구_독산2동
11545630,서울특별시,금천구,독산3동,서울특별시_금천구_독산3동
11545640,서울특별시,금천구,독산4동,서울특별시_금천구_독산4동
11545670,서울특별시,금천구,시흥1동,서울특별시_금천구_시흥1동
11545680,서울특별시,금천구,시흥2동,서울특별시_금천구_시흥2동
11545690,서울특별시,금천구,시흥3동,서울특별시_금천구_시흥3동
11545700,서울특별시,금천구,시흥4동,서울특별시_금천구_시흥4동
11545710,서울특별시,금천구,시흥5동,서울특별시_금천구_시흥5동
11560515,서울특별시,영등포구,영등포본동,서울특별시_영등포구_영등포본동
11560535,서울특별시,영등포구,영등포동,서울특별시_영등포구_영등포동
11560540,서울특별시,영등포구,여의동,서울특별시_영등포구_여의동
11560550,서울특별시,영등포구,당산1동,서울특별시_영등포구_당산1동
11560560,서울특별시,영등포구,당산2동,서울특별시_영등포구_당산2동
11560585,서울특별시,영등포구,도림동,서울특별시_영등포구_도림동
11560605,서울특별시,영등포구,문래동,서울특별시_영등포구_문래동
11560610,서울특별시,영등포구,양평1동,서울특별시_영등포구_양평1동
11560620,서울특별시,영등포구,양평2동,서울특별시_영등포구_양평2동
11560630,서울특별시,영등포구,신길1동,서울특별시_영등포구_신길1동
11560650,서울특별시,영등포구,신길3동,서울특별시_영등포구_신길3동
11560660,서울특별시,영등포구,신길4동,서울특별시_영등포구_신길4동
11560670,서울특별시,영등포구,신길5동,서울특별시_영등포구_신길5동
11560680,서울특별시,영등포구,신길6동,서울특별시_영등포구_신길6동
11560690,서울특별시,영등포구,신길7동,서울특별시_영등포구_신길7동
11560700,서울특별시,영등포구,대림1동,서울특별시_영등포구_대림1동
11560710,서울특별시,영등포구,대림2동,서울특별시_영등포구_대림2동
11560720,서울특별시,영등포구,대림3동,서울특별시_영등포구_대림3동
11590510,서울특별시,동작구,노량진1동,서울특별시_동작구_노량진1동
11590520,서울특별시,동작구,노량진2동,서울특별시_동작구_노량진2동
11590530,서울특별시,동작구,상도1동,서울특별시_동작구_상도1동
11590540,서울특별시,동작구,상도2동,서울특별시_동작구_상도2동
11590550,서울특별시,동작구,상도3동,서울특별시_동작구_상도3동
11590560,서울특별시,동작구,상도4동,서울특별시_동작구_상도4동
11590605,서울특별시,동작구,흑석동,서울특별시_동작구_흑석동
11590620,서울특별시,동작구,사당1동,서울특별시_동작구_사당1동
11590630,서울특별시,동작구,사당2동,서울특별시_동작구_사당2동
11590640,서울특별시,동작구,사당3동,서울특별시_동작구_사당3동
11590650,서울특별시,동작구,사당4동,서울특별시_동작구_사당4동
11590651,서울특별시,동작구,사당5동,서울특별시_동작구_사당5동
11590660,서울특별시,동작구,대방동,서울특별시_동작구_대방동
11590670,서울특별시,동작구,신대방1동,서울특별시_동작구_신대방1동
11590680,서울특별시,동작구,신대방2동,서울특별시_동작구_신대방2동
11620525,서울특별시,관악구,보라매동,서울특별시_관악구_보라매동
11620545,서울특별시,관악구,청림동,서울특별시_관악구_청림동
11620565,서울특별시,관악구,성현동,서울특별시_관악구_성현동
11620575,서울특별시,관악구,행운동,서울특별시_관악구_행운동
11620585,서울특별시,관악구,낙성대동,서울특별시_관악구_낙성대동
11620595,서울특별시,관악구,청룡동,서울특별시_관악구_청룡동
11620605,서울특별시,관악구,은천동,서울특별시_관악구_은천동
11620615,서울특별시,관악구,중앙동,서울특별시_관악구_중앙동
11620625,서울특별시,관악구,인헌동,서울특별시_관악구_인헌동
11620630,서울특별시,관악구,남현동,서울특별시_관악구_남현동
11620645,서울특별시,관악구,서원동,서울특별시_관악구_서원동
11620655,서울특별시,관악구,신원동,서울특별시_관악구_신원동
11620665,서울특별시,관악구,서림동,서울특별시_관악구_서림동
11620685,서울특별시,관악구,신사동,서울특별시_관악구_신사동
11620695,서울특별시,관악구,신림동,서울특별시_관악구_신림동
11620715,서울특별시,관악구,난향동,서울특별시_관악구_난향동
11620725,서울특별시,관악구,조원동,서울특별시_관악구_조원동
11620735,서울특별시,관악구,대학동,서울특별시_관악구_대학동
11620745,서울특별시,관악구,삼성동,서울특별시_관악구_삼성동
11620765,서울특별시,관악구,미성동,서울특별시_관악구_미성동
11620775,서울특별시,관악구,난곡동,서울특별시_관악구_난곡동
11650510,서울특별시,서초구,서초1동,서울특별시_서초구_서초1동
11650520,서울특별시,서초구,서초2동,서울특별시_서초구_서초2동
11650530,서울특별시,서초구,서초3동,서울특별시_서초구_서초3동
11650531,서울특별시,서초구,서초4동,서울특별시_서초구_서초4동
11650540,서울특별시,서초구,잠원동,서울특별시_서초구_잠원동
11650550,서울특별시,서초구,반포본동,서울특별시_서초구_반포본동
11650560,서울특별시,서초구,반포1동,서울특별시_서초구_반포1동
11650570,서울특별시,서초구,반포2동,서울특별시_서초구_반포2동
11650580,서울특별시,서초구,반포3동,서울특별시_서초구_반포3동
11650581,서울특별시,서초구,반포4동,서울특별시_서초구_반포4동
11650590,서울특별시,서초구,방배본동,서울특별시_서초구_방배본동
11650600,서울특별시,서초구,방배1동,서울특별시_서초구_방배1동
11650610,서울특별시,서초구,방배2동,서울특별시_서초구_방배2동
11650620,서울특별시,서초구,방배3동,서울특별시_서초구_방배3동
11650621,서울특별시,서초구,방배4동,서울특별시_서초구_방배4동
11650651,서울특별시,서초구,양재1동,서울특별시_서초구_양재1동
11650652,서울특별시,서초구,양재2동,서울특별시_서초구_양재2동
11650660,서울특별시,서초구,내곡동,서울특별시_서초구_내곡동
11680510,서울특별시,강남구,신사동,서울특별시_강남구_신사동
11680521,서울특별시,강남구,논현1동,서울특별시_강남구_논현1동
11680531,서울특별시,강남구,논현2동,서울특별시_강남구_논현2동
11680545,서울특별시,강남구,압구정동,서울특별시_강남구_압구정동
11680565,서울특별시,강남구,청담동,서울특별시_강남구_청담동
11680580,서울특별시,강남구,삼성1동,서울특별시_강남구_삼성1동
11680590,서울특별시,강남구,삼성2동,서울특별시_강남구_삼성2동
11680600,서울특별시,강남구,대치1동,서울특별시_강남구_대치1동
11680610,서울특별시,강남구,대치2동,서울특별시_강남구_대치2동
11680630,서울특별시,강남구,대치4동,서울특별시_강남구_대치4동
11680640,서울특별시,강남구,역삼1동,서울특별시_강남구_역삼1동
11680650,서울특별시,강남구,역삼2동,서울특별시_강남구_역삼2동
11680655,서울특별시,강남구,도곡1동,서울특별시_강남구_도곡1동
11680656,서울특별시,강남구,도곡2동,서울특별시_강남구_도곡2동
11680660,서울특별시,강남구,개포1동,서울특별시_강남구_개포1동
11680670,서울특별시,강남구,개포2동,서울특별시_강남구_개포2동
11680675,서울특별시,강남구,개포3동,서울특별시_강남구_개포3동
11680690,서울특별시,강남구,개포4동,서울특별시_강남구_개포4동
11680700,서울특별시,강남구,세곡동,서울특별시_강남구_세곡동
11680720,서울특별시,강남구,일원본동,서울특별시_강남구_일원본동
11680730,서울특별시,강남구,일원1동,서울특별시_강남구_일원1동
11680750,서울특별시,강남구,수서동,서울특별시_강남구_수서동
11710510,서울특별시,송파구,풍납1동,서울특별시_송파구_풍납1동
11710520,서울특별시,송파구,풍납2동,서울특별시_송파구_풍납2동
11710531,서울특별시,송파구,거여1동,서울특별시_송파구_거여1동
11710532,서울특별시,송파구,거여2동,서울특별시_송파구_거여2동
11710540,서울특별시,송파구,마천1동,서울특별시_송파구_마천1동
11710550,서울특별시,송파구,마천2동,서울특별시_송파구_마천2동
11710561,서울특별시,송파구,방이1동,서울특별시_송파구_방이1동
11710562,서울특별시,송파구,방이2동,서울특별시_송파구_방이2동
11710566,서울특별시,송파구,오륜동,서울특별시_송파구_오륜동
11710570,서울특별시,송파구,오금동,서울특별시_송파구_오금동
11710580,서울특별시,송파구,송파1동,서울특별시_송파구_송파1동
11710590,서울특별시,송파구,송파2동,서울특별시_송파구_송파2동
11710600,서울특별시,송파구,석촌동,서울특별시_송파구_석촌동
11710610,서울특별시,송파구,삼전동,서울특별시_송파구_삼전동
11710620,서울특별시,송파구,가락본동,서울특별시_송파구_가락본동
11710631,서울특별시,송파구,가락1동,서울특별시_송파구_가락1동
11710632,서울특별시,송파구,가락2동,서울특별시_송파구_가락2동
11710641,서울특별시,송파구,문정1동,서울특별시_송파구_문정1동
11710642,서울특별시,송파구,문정2동,서울특별시_송파구_문정2동
11710646,서울특별시,송파구,장지동,서울특별시_송파구_장지동
11710647,서울특별시,송파구,위례동,서울특별시_송파구_위례동
11710650,서울특별시,송파구,잠실본동,서울특별시_송파구_잠실본동
11710670,서울특별시,송파구,잠실2동,서울특별시_송파구_잠실2동
11710680,서울특별시,송파구,잠실3동,서울특별시_송파구_잠실3동
11710690,서울특별시,송파구,잠실4동,서울특별시_송파구_잠실4동
