ADMI_CD,SIDO_NM,SGG_NM,ADMI_NM,FULL_NM
41590600,경기도,화성시,동탄6동,경기도_화성시_동탄6동
41590610,경기도,화성시,동탄7동,경기도_화성시_동탄7동
41590620,경기도,화성시,동탄8동,경기도_화성시_동탄8동
41590630,경기도,화성시,동탄9동,경기도_화성시_동탄9동
41610253,경기도,광주시,초월읍,경기도_광주시_초월읍
41610259,경기도,광주시,곤지암읍,경기도_광주시_곤지암읍
41610330,경기도,광주시,도척면,경기도_광주시_도척면
41610340,경기도,광주시,퇴촌면,경기도_광주시_퇴촌면
41610350,경기도,광주시,남종면,경기도_광주시_남종면
41610370,경기도,광주시,남한산성면,경기도_광주시_남한산성면
41610510,경기도,광주시,경안동,경기도_광주시_경안동
41610520,경기도,광주시,송정동,경기도_광주시_송정동
41610540,경기도,광주시,쌍령동,경기도_광주시_쌍령동
41610550,경기도,광주시,탄벌동,경기도_광주시_탄벌동
41610560,경기도,광주시,광남1동,경기도_광주시_광남1동
41610570,경기도,광주시,광남2동,경기도_광주시_광남2동
41610580,경기도,광주시,오포1동,경기도_광주시_오포1동
41610590,경기도,광주시,오포2동,경기도_광주시_오포2동
41610600,경기도,광주시,신현동,경기도_광주시_신현동
41610610,경기도,광주시,능평동,경기도_광주시_능평동
41630250,경기도,양주시,백석읍,경기도_양주시_백석읍
41630310,경기도,양주시,은현면,경기도_양주시_은현면
41630320,경기도,양주시,남면,경기도_양주시_남면
41630330,경기도,양주시,광적면,경기도_양주시_광적면
41630340,경기도,양주시,장흥면,경기도_양주시_장흥면
41630510,경기도,양주시,양주1동,경기도_양주시_양주1동
41630520,경기도,양주시,양주2동,경기도_양주시_양주2동
41630530,경기도,양주시,회천1동,경기도_양주시_회천1동
41630540,경기도,양주시,회천2동,경기도_양주시_회천2동
41630550,경기도,양주시,회천3동,경기도_양주시_회천3동
41630570,경기도,양주시,옥정1동,경기도_양주시_옥정1동
41630580,경기도,양주시,옥정2동,경기도_양주시_옥정2동
41650250,경기도,포천시,소흘읍,경기도_포천시_소흘읍
41650310,경기도,포천시,군내면,경기도_포천시_군내면
41650320,경기도,포천시,내촌면,경기도_포천시_내촌면
41650330,경기도,포천시,가산면,경기도_포천시_가산면
41650340,경기도,포천시,신북면,경기도_포천시_신북면
41650350,경기도,포천시,창수면,경기도_포천시_창수면
41650360,경기도,포천시,영중면,경기도_포천시_영중면
41650370,경기도,포천시,일동면,경기도_포천시_일동면
41650380,경기도,포천시,이동면,경기도_포천시_이동면
41650390,경기도,포천시,영북면,경기도_포천시_영북면
41650400,경기도,포천시,관인면,경기도_포천시_관인면
41650410,경기도,포천시,화현면,경기도_포천시_화현면
41650510,경기도,포천시,포천동,경기도_포천시_포천동
41650520,경기도,포천시,선단동,경기도_포천시_선단동
41670250,경기도,여주시,가남읍,경기도_여주시_가남읍
41670310,경기도,여주시,점동면,경기도_여주시_점동면
41670320,경기도,여주시,흥천면,경기도_여주시_흥천면
41670330,경기도,여주시,금사면,경기도_여주시_금사면
41670345,경기도,여주시,세종대왕면,경기도_여주시_세종대왕면
41670350,경기도,여주시,대신면,경기도_여주시_대신면
41670360,경기도,여주시,북내면,경기도_여주시_북내면
41670370,경기도,여주시,강천면,경기도_여주시_강천면
41670380,경기도,여주시,산북면,경기도_여주시_산북면
41670510,경기도,여주시,여흥동,경기도_여주시_여흥동
41670520,경기도,여주시,중앙동,경기도_여주시_중앙동
41670530,경기도,여주시,오학동,경기도_여주시_오학동
41800250,경기도,연천군,연천읍,경기도_연천군_연천읍
41800253,경기도,연천군,전곡읍,경기도_연천군_전곡읍
41800310,경기도,연천군,군남면,경기도_연천군_군남면
41800320,경기도,연천군,청산면,경기도_연천군_청산면
41800330,경기도,연천군,백학면,경기도_연천군_백학면
41800340,경기도,연천군,미산면,경기도_연천군_미산면
41800350,경기도,연천군,왕징면,경기도_연천군_왕징면
41800360,경기도,연천군,신서면,경기도_연천군_신서면
41800370,경기도,연천군,중면,경기도_연천군_중면
41800380,경기도,연천군,장남면,경기도_연천군_장남면
41820250,경기도,가평군,가평읍,경기도_가평군_가평읍
41820310,경기도,가평군,설악면,경기도_가평군_설악면
41820325,경기도,가평군,청평면,경기도_가평군_청평면
41820330,경기도,가평군,상면,경기도_가평군_상면
41820345,경기도,가평군,조종면,경기도_가평군_조종면
41820350,경기도,가평군,북면,경기도_가평군_북면
41830250,경기도,양평군,양평읍,경기도_양평군_양평읍
41830310,경기도,양평군,강상면,경기도_양평군_강상면
41830320,경기도,양평군,강하면,경기도_양평군_강하면
41830330,경기도,양평군,양서면,경기도_양평군_양서면
41830340,경기도,양평군,옥천면,경기도_양평군_옥천면
41830350,경기도,양평군,서종면,경기도_양평군_서종면
41830360,경기도,양평군,단월면,경기도_양평군_단월면
41830370,경기도,양평군,청운면,경기도_양평군_청운면
41830380,경기도,양평군,양동면,경기도_양평군_양동면
41830395,경기도,양평군,지평면,경기도_양평군_지평면
41830400,경기도,양평군,용문면,경기도_양평군_용문면
41830410,경기도,양평군,개군면,경기도_양평군_개군면
